,date,score,contents,
?곸뼱,Aug-18,2,"Not what it?셲 hyped up to be I was quite disappointed with Ba Na Hills. The best part of this location is definitely the cable car ride. The Golden Bridge and the theme park were really subpar. From all of the social media reviews of the Golden Bridge, I found it to be quite small and other than two large hands holding it up, not much to see. The scenery is beautiful but there were so many people, you couldn?셳 get a picture if you tried. The theme park was an attempt at Disneyland but far less interesting. For the price they charge for this site, you may want to reconsider.",
?곸뼱,Aug-18,1,"Waste of time & over priced My partner and I were really looking forward to visiting the golden bridge after viewing it on various social media sites.  This place is over priced,over rated and a complete disappointment. If you are completely wasted or of Asian origin (the Japanese and Korean tourists seemed to love it, taking lots of photos), you may well like the place, however don?셳 visit if not. The bridge was mildly interesting, though very small in comparison to pictures/videos on social media. The attraction in general was bizarre. The site itself was very beautiful, but a horrible cliche of France and Germany. There were awful entertainers at every corner and there was very little to do other than question if you were on some weird trip.",
?곸뼱,Aug-18,1,"WHAT IS THE POINT?! Apart from the cable car ride, what is the point of this place?! Do not understand how it has so many good reviews.....  This place has literally been created for the selfie culture. Nothing cultural or authentic about it at all.  There is literally nothing to do once you have completed the cable car up the mountain and seen the view. The most impressive (and only) attraction is the bridge which is too crowded with selfie taking tourists for you to even get a decent look in.  We then proceeded to walk around the gardens and the wine cellar which was literally just a narrow winding corridor made to look like a wine cellar with fake barrels ending at a wine cafe, encouraging you to buy bad wine at extortionate prices.  A second cable car up the mountain takes you to a FAKE, 'french style' village which as no authenticity whats so ever with nothing to do at all. There were random acts of Ukrainian dancers, and people dressed up as princes and princesses with no context at all. I did not understand the concept of why they were there.  We were given a free beer token to use in the beer palace, a massive building with blasting music, no atmosphere and only one beer tap. Actors were dressed up in traditional dutch dress and regrettably walking round 'cheer-sing' confused customers. All very confusing and random.  All the Westerns on our tour were very confused as to what the point of this place is, especially when we have the likes of Disney Land to compare it with.  Complete waste of a day and a rip off, food and drink was the worst we had in Vietnam and the most expensive!",
?곸뼱,Aug-18,2,"So boring We rented motorbikes to visit Sunworld and Ba Na Hills from Hoi An. The drive there was about hour, quite straightforward, and probably the most fun part of the day. The only thing worth seeing there is the hand bridge. Even that is pushing it as it is literally just a bridge, nothing to do there. The rest of the park just seemed like it was a money making scam with no legitimate attractions. The food was terrible, and they enforce the fines for leftover food at the buffet. There were also hardly any staff in sight for inquiries. Don't go out of your way, but if you're struggling to find something to do, which you probably won't be on Hoi An or Danang, it's there.",
?곸뼱,Aug-18,1,"Terrible! I will never come back. We went there this afternoon because the ticket for cable car is cheaper after 4 pm, it took us 30-40 minutes finding a guard or any employee because there is no one on the information and cashier and we almost got lost trying to find the place where we can buy the cable car tickets.  Take note that I'm with my Vietnamese friend. She asked the employee questions regarding the cable car in Vietnamese and the employee responded in Vietnamese. They gave us false information about the ride, we didn't know that the cable car is up until 8pm only.  If she only gave my Vietnamese friend the correct information, we would have been to the bridge (because that is the reason why we traveled from hanoi to danang to see and walk on it) So, to make the long story short. We didn't get to see the bridge because the employee gave us wrong information.  When we arrived on the ground we found our way to the hotel. There is a service e-car for guests but the driver said that it is only for his family and we cannot ride it. It is literally the service electric vehicle for the guest and he used it for his family.  Very terrible experience, not worth the time and effort to go there.",
?곸뼱,Jul-18,2,Strange mixture of artificial built among spectacular natural environments A confusingly designed entertainment complex imitating old castles in Europe. Mainly to attract Asians and those who only seen European castles through movies and television. Lately they also added huge Buddha statues and temples to attract more people. These are fake temples built only for commercial purposes. Now they added this pedestrian bridge also as a curiosity. The whole park is a strange mixture of artificial structures with no clear concept. I don?셳 think it even fit to be called a theme park.The only worthy part is the cable car ride through spectacular scenery. Nothing else is worth either time or money.,
?곸뼱,Aug-18,2,"Think carefully before you go. If you have romantic notions of discovering a French mountain retreat then you will be disappointed. What you get is a Disney land experience with next to no authenticity. Yes, the French wine cellars can be explored but there is not much more that survives from the French colonial period. However, the mountain setting is beautiful and the cable car ride up and down is worth doing for the scenery and views of Da Nang district and South China Sea. Trouble is tickets are only available for the full amusement park package, which is not cheap. On balance not recommended.",
?곸뼱,Jun-18,2,"Quite disappointed to visit the Ba Na Hills It is quite disappointed to go to this place. Firstly the cable car and entrance fee is quite expensive (VND700,000), secondly there is no public transport to go there, so you have to hire a car, take a taxi or join a tour. Though it holds Guinness World Records, I did not get the spectacular view while taking the cable cars. It's an old French hill station before and now is converted to an amusing park. Nothing special except the weather is a bit cool, so it is much comfortable. Compared to other theme parks in other countries, this is not be my cup!",
?곸뼱,Jul-18,2,"Expensive and too many tourists When we arrived everything was full of tourists, we had to wait a long time until we could actually go on the cable car and were pretty disappointed on the top. Flower garden is nice but you are through in 30 minutes. The bridge is very nicely made and the views amazing.  We had a buffet lunch included in our tour which was okay but nothing special. The time for the attractions was way too short since we had to wait 0.5-1.5h for the roller coasters. All in all for us not a great experience but we are all not the tourist place people and like to explore things by ourselves and not on schedule.",
?곸뼱,Jul-18,2,Avoid if you don?셳 like crowds This place is a purely commercial enterprise catering to large tour groups. Whilst the gardens were beautiful and the cable car ride was fun the rest of the venture is overrated. We got caught in a downpour which stopped the cable car running & it was bedlam trying to queue for the return cable car. People pushing & shoving. Chaos!,
?곸뼱,Jun-18,1,Horrible trip It was not a place to go for vacation. It was so poor organized. The worst thing was exhausted long queue. Not much attractive things but expensive. I will never come back.,
?곸뼱,Jun-18,2,Pretty rubbish Definitely not worth to 700k entrance ticket and nearly 1 million VND for a return taxi journey from Da Nang city. Just a glorified food court at the top of a mountain. The cable car ride up was the only thing worth doing. Waste of time.,
?곸뼱,Jun-18,2,"Amazing cable car trips but nothing else I must admit the scenary from cable car rides were amazing. But soon as you get up there... too many people (and with selfie sticks) pushing you around, I nearly had a claustrophobic attack. Thank God our driver was a near by I could've get out of there soon enough. Would I recommend the overall experience? I would say no.",
?곸뼱,Jun-18,2,"Disappointed The cable car ride up the hill was great. The view and temperature were nice. However, because we are travelling in a group packaged tour, and by the time we checked-in @ Mecure, it was already 3pm. So after touring around the temple, wine cellar, garden and the ""Big' Buddha, it's already 5pm. We didn't even got a chance to visit the sourvenir stores to get even a magnet!!! Then there is the Theme park, guess what?? It closed @ 5pm too ... but because there are still visitors playing in there, some of the rides like a 4D and 5D are still available but until 6pm, the staffs will all leave .... the arcade games are free though ....",
?곸뼱,Jun-18,1,A nightmare on a most beautiful hill The best part about the visit is the cable car ride (and I am afraid of cable car rides). The view from the cable car is truly spectacular but we got an even better view on our way to Hue. Once you get to the first stop the nightmare begins. The natural surroundings - bird song and cricket calls - are drown out by the horrid French lounge music blasting at every single corner. There are people everywhere and artificial theme park buildings peppering the landscape. I don't think I have ever been to a more aesthetically awful place. Avoid it. Really.,
?곸뼱,Jun-18,2,Crowded place A visit to this high resort is nice if not for the crowd. The queue for the luge was horrendous and to queue for 1.5 hrs for it was not worth it. Construction was going on at many places. The cable ride up was nice. The tourists from China were horrible.,
?곸뼱,Jun-18,1,"The worst but perfect view Listen to your follower Europeans, this is not a very enjoyable place to go to. It's a themepark of an European french village, but in reality they're mixing a lot of cultural aspects, for example some time statues here, some flower gardens there, a bit of Japanese tea house in some other stop and a Bavarian beer something? It's does not have a lot of rides or anything, food more expensive for Vietnamese standards. The queues are really long  Some positive aspects are the cable ride and it's phenomenal view ! Also the heat is not as bad.  Anyway I feel like this was the biggest waste of my money",
?곸뼱,Jun-18,1,"Ba Na Hill Vietnam Disney - costly and crowded My family and I went to Ba Na hill yesterday. What a nightmare from start to finish. While the views are beautiful, the crowds and lack of safety made this a horrible experience. We were herded into a waiting area with thousands ( no joke) of people to wait for the cable car. People were so closely packed together and pushing , every time there was movement, people would push and trample. Just crazy! We waited over an hour . When we got to the cable cars ( that hold 12 max), people were pushing to get on and sitting on each other's laps just to get in. 17 people packed in a car. The restaurants and rides were the same once we got to the hill, way over crowded, people pushing in lines and cutting in the lines. This places was absolutely insane ! We have lived in Vietnam for a year now and never been anywhere this bad. This is an extremely expensive day, plan on at least $250 for three people and we couldn't even get on the rides bec the line ups were over 2 hours long. Sadly, the old French village was torn down and re built new by the Govt so you can't even see the old heritage, many more beautiful places to see, don't waste your time or money.",
?곸뼱,Jun-18,1,"Don?셳 bother Worst experience ever. Spend most of the time queuing.... Rude locals shoving and jumping queues, they don?셳 seem to understand the concept of queuing. Worsened by lack of crowd control by the staff... extremely dangerous... people pushing when boarding the cable car. Staff did not bother monitoring the number of people entering a cable car which exceeded the limit!!! Food was overpriced and bad. Did I mention the unreasonably expensive entrance ticket? Don?셳 bother coming here. It was easily one of the worst holiday experience ever.",
?곸뼱,Jun-18,1,Tourist Trap Expensive entrance ticket that does not justify the entire experience. The queue on a Saturday was horrendous and they had poor crowd control. Everyone was pushing impatiently and we spent the bulk of the time queuing for the cable cars.,
?곸뼱,May-18,2,"Only cablecar access We travelled there by motorbike on a rather boring mostly straight road expecting a scenic road to the top. However the road goes only to an expensive cablecar station which is now the only access to ba na. Whilst the views are great from the cablecar what awaits on top we didn't find so great. It may be suitable for families with children but has little to offer for those of us seeking a cool rainforest respite from danang. Reminded me of penang hill, where at least there is a walking option to get up. Disappointed. ..",
?곸뼱,Jun-18,1,"Worst Experience EVER When I went to Bana Hill and after 30 minutes rain was seriously pouring. Even rain stopped sometimes during the day, all of things were surrounded by fog. I couldn't see anything outside of Bana Hill. There was no choice but to go inside. What a horrible. Many of game machines broken or were missing its parts, so there were few machines to play. Crowded inside but lack of facilities. So most visitors just were sitting inside on chair or floor, and waiting for the rain to stop. Furthermore, some guys smoked inside. And some people said the cable car stopped awhile and they were dangled in the sky a few minutes. Staff were kind. Always tried to help visitors and show smile brightly. But not enough. If you have visited Europe many times, or weather is not good, Visiting Bana Hill is WASTE YOUR MONEY. There is no value being inside of Bana Hill. I recommend you eat tasty food or get massage instead of visiting this place.",
?곸뼱,Jun-18,2,"Bad visitors and terrible management It was saturday I went. View and weather were great. Facilities are quite fun for kids. Buildings are artificial, you can take many nice photos.  Local visitors and other travelers seldom queue. They kept pushing me even when I was trying to get in the fuxxing cable car. They just can't wait few more seconds to let others ahead to get in. It was so dangerous and extremely rude.  I had terrible experience when I was trying to queue. But the most unacceptable part was the staffs did nothing to control the queue. So I guess that's vietnam.  Doesn't worth the money. Don't waste your time. Go somewhere else or stay in hotel.",
?곸뼱,May-18,2,"Not worth to go if you have been travel around Europe once 訝띶쇔풓??Buildings resemble that in Europe, but fail to convey the atmosphere found in Europe. Too many commercial buildings vs. genuine attractions. Visitor flow management appears random. Especially the cable car routing is very visitor unfriendly. All in all, no need to visit Ba Na Hill. 700000 ?? ?? 鸚よ껜, ?꾥쫨?믧빓榕띶렮?긷굇?귛?掠김뀺?꾢컦力뺝쐦?긷쐮, ?믧쉳?꾢쑑?배˙鸚ら쇋?х?, ?욃만?? ?욃만?ｅ룛, ?у쐮?끾꼷?ゅ쑉訝?뜄?뗦붂訝歟앭릨邕딁퇉永??雅븀뵳掠깁쟼孃掠김뀺, ?욃만訝띶릦?? 餓ㅶ??됬쉪若㏘볶?썲줊?ⓨ굇?귝럲?? 鸚㎪퓺櫻욑펯役よ꼇若㏘볶?귡뼋竊?
?곸뼱,2018/04,4.0,Cable Car is the thing the cable car is impressive. longest in south east asia / asia? i went there just to experience the cable car & offcourse to enjoy the view from it. definitely nice. the theme park"," it's still under development but going good"""
?곸뼱,May-18,2,"Too much fantasyland Ba Na Hills is disappointing. The only thing good about it is the chair lift. The village at the top if OK for kids I suppose, but that's it. Too many food stalls and corny stuff.",
?곸뼱,May-18,1,"Faux European mountain village In theme park style. Cable car ride is nice, until you reach the low hanging clouds. Be ready for cooler weather. Make sure you take the gondola farthest from the entrance that goes to Indochine station. (There are three!!) That is the longest one with the view of the waterfalls. Once you reach the ?쐖illage??prepare for hordes of ?쁲elfie-addicts?? They are everywhere. Other than that there is a theme park atmosphere with street foods and restaurants/shops but not a lot of actual theme park attractions. A gaming hall, a Wax museum which requires you to buy an additional ticket on top of the D 700,000 entrance fee for the park. Also a ?쁉urrasic??exhibit (Dino?셲 not to scale) that inexplicably also features cavemen, mammoths and sabre tooth tigers. There are Central European style buildings and also an Asian corner with temples. All in all a hotchpotch which to me personally was not worth the trip and money. There is just nothing authentic about the whole thing but doesn?셳 offer enough fantasy to qualify as a theme park.",
?곸뼱,Mar-18,1,Terrible place All I can say is avoid this meaningless place. The cable car ride was great but the destination left a lot to be desired. Tacky at its best if you have any shred of good taste left in your body don't test it here.An area of beautiful mountain forests destroyed by this monstrosity.,
?곸뼱,Apr-18,2,"Probably one of the weirdest places we have ever been. Cable car was good though I would only recommend this place for the cable car up/down if you can justify the price for a cable car ride. The park itself at the top I think is meant to be ""Vietnamese Disneyland"" we did not really get it, it was all a little strange... We booked a driver to take us there intending to spend the day exploring, we struggled to make it 2 hours before calling our driver to come pick us up. We could not get out of there fast enough. Save your money and go elsewhere.",
?곸뼱,Apr-18,2,"Not worth to go - honestly I went to BaNa Hills today. Very good weather. I seldom write reviews, hope it is helpful to you.  Unless you are really into theme parks and want to explore every ""theme park"" in the world, you dont need be there. Disneyland, Universal Studio are way better. I did not have bad experience there. Staff are nice and all seemed ok, but i dont recommned it.  First of all, regarding the selling point ""the longest cable car"", it could somehow be.... it is very boring indeed as there is nothing attractive along the way, and you will largely be accompanied by locals in the cart on the way, who spoke loudly for 30mins unless you really dont care. It was a bit torturing to me for my round trip  Second, the park is not well organzied or a bit dated. the Fantasy park is packed with some outdated electronic games and the area has ""international performances"". The flower gardens are obvisouly lack of design and aesthetics. I dont know how to describe it, but not very good. No good relaxing area or beautiful scenes but some man-made buildings.  Instead, i would recommend you either pick other spots in Danang or simply stay at your hotel for a sunbathe.",
?곸뼱,Mar-18,2,"New but not impressed With the price you paid, this attraction was not up to par. Cable car is probably the high light of the trip. Many man-made sceneries which I found cheesy. Foggy on the top of the mountain...Can't see the whole city at all.",
?곸뼱,Mar-18,1,"Rude Employees & Don?셳 believe the lady at the ticket office We went here with 3 families (13 people in total). When you arrive you go to an office to buy your tickets. The lady came out to measure the children. We had 2 children who were the height of adults, 4 who were the normal children height and one who we were told ?쐀aby height so no pay.??We purchased our tickets and went to the entrance, which is quite a long walk.  When we got there the lady told us that ?쐀aby need to pay.??We told her that the lady measured her and we were told she didn?셳 need a ticket. She replied ?쐙ou are lying.?? Why would we lie?? We already bought 12 tickets why would we not buy another one??  This was absolutely insulting as we would never dare lie!  I would definitely recommend taking a video of the lady measuring your children so you can show the entrance people or you?셪l be accused to lying what she said. It?셲 a long walk back to the office to where the ticket office is from the entrance and if your already past the gate but your child isn?셳, you can?셳 get out or you have to pay again! Ridiculous!!  We won?셳 be back..",
?곸뼱,Mar-18,2,Simply Expensive and Overrated As per the title: terribly expensive and overrated. Nothing much and the crowd is quite massive. Should have more rides and activities.,
?곸뼱,Mar-18,1,Not worth the money Entrance fee is too expensive costing 650000 for an adult. Nothing to see there and will never visit again.,
?곸뼱,Mar-18,1,"Horrible Terrible, place Don't waste your money or time. Trust me this place sucks big time. You will regret if you choose to go.",
?곸뼱,Mar-18,2,"Not worth the money I didn't really enjoy myself at this place. It's overpriced and way too many tourists who will push in front of you and have no manners. We went with a guided tour, which was the mistake on our behalf. If you do decide to go. Get a private driver or go yourself really early. Depending on the day will depend on what you can and can't see from the mountains. It does have a scenic view on the way up in the Gondola but that's about it. To me it was a wasted day in Da Nang.",
?곸뼱,Mar-18,1,"Horrible experience, avoid this place! Total Scam! Sun World at Ba Na Hills is totally a scam. They say they close 2 of their attractions at 5 PM and that the rest of the park stays open till 9 PM. The truth is that by 5:30 the entire park is a ghost town and everything in is closed. The entire Sun World only has 3 rides in the entire place, the arcades are not free, there is a 3D and 4D cinema and a sad wax museum.  Staff does not speak any English and signage around the park is confusing.  The place closes at 5:30 but they keep two restaurants open so they can say the are open till 9 PM. Even the cable car closes and if you miss the 5:45 PM window you will be stranded at the top with heavy mist for another hour till they open up again. They never tell you that tje cable car closes in between 5:30 and 9 PM either. There was little kids just sitting in the mist getting wet bacause they would not let you into the cable car line forcing tourists to go into the restaurants for that hour wait.  Shame on you Sun World.  Total scam.  Worst experience in Vietnam. Will never visit Sun World.",
?곸뼱,Mar-18,1,"Waste of time Overpriced and absolute waste of time. Weather there was nice and cooling but other than that, u find yourself in a fake French town",
?곸뼱,Mar-18,2,"Boring except for cable car Food was pretty deplorable and the rides dinky. Except for the cable car, which was impressive, the attractions were sub par and resembled a poor knockoff of Universal Studios.",
?곸뼱,Feb-18,1,Waste of time Artificial sites. The only natural wonder is the scenery from the cables. Even then it?셲 just green mountains. No other point to being there. Google the mountain images of you really want to see it. Save your time  The buffet there is impressive until you have to fight a swarm of Chinese tourists guzzling down food and you don?셳 get any of the few good dishes available.,
?곸뼱,Feb-18,2,"Totally Fake The best part of the visit is the lengthy cable car rides up and down, over the jungle and through the clouds (depending on the weather). However be prepared for queuing to get on board.  Apparently historically this is where the French colonials came up into the hills during summer to experience lower temperatures and when we went it was definitely at least 6 deg.C lower than at sea level.  Otherwise only visit this place if you like kitsch. On top of the hill is a fake European village (appears to be modelled on Carcassonne), which is just a shopping and dining destination like Main Street in Disney.  Unless you really have nothing else to do to fill your time I would not recommend.",
?곸뼱,Feb-18,2,"Cheesy theme park The Ba Na Hills themselves are beautiful. Unfortunately, the main way to visit them is through the Sun World theme park (the famous big tram to the mountains is part of the theme park). Ironically, the Vietnamese destroyed what was once a French colonial resort on this site and now have created a sort of Epcot Center style theme park that is a Disney version of old France. A Vietnamese tour guide told me this park was built primarily to entertain the many Korean and mainland Chinese tourists who vacation at the Da Nang area. You won?셳 find many locals at all. The park is very crowded with families and selfie stick wielding kids. There are a few bright spots: besides the beauty of the hills, the park features some nice Buddhist temples here and there - which are a nice respite from the chaos of the park. If you are coming to Vietnam to experience Vietnamese culture, avoid this place.",
?곸뼱,Jan-18,1,"Nah, wouldn't recommend Not worth the trip on a cloudy day, or to be honest ever. Would still be searching for a coffee if I was still up there. Cable car was cool but apart from that, zero directions as to where to go and an odd vibe from the start. Save your money and time on this one.",
?곸뼱,Jan-18,2,"Dissapointed trip We enjoyed the weather and the cable car ride. It cost us, 2 person VND1.3mil. and up the hill is a theme park. If u are looking for a nature, trekking and view... Not worth the money.",
?곸뼱,Jan-18,2,"Full of Rude Koreans The trip was fun. Good service.  But crowded with Koreans, they were very rude. When we were having buffet lunch, they took all the seafood and left nothing but soup. Also they push their dirty dishes to our table. They took the whole tissue box from our table to theirs without any tissue for us to use.  Next, they were talkative, and very anoying in the cable car. Do not share your ride with them.",
?곸뼱,Jan-18,1,"Do not go if rainy as it is very foggy It is a theme park with little special features except that it is situated at 1500M high so you can have some good views while on The cable cars. The place Is basically overcrowded with Chinese and Korean. You can expect to queue for A few hours just for the cable cars, funicular train and every ride. It was so foggy on my visit that I could not even see a few metres ahead.",
?곸뼱,Jan-18,1,"Soooo bad!!!! It is possibly one of the worst ways I?셶e ever spent my time. The sky rail ride up and back is the best part of the whole experience. If you want to escape Vietnam for a day and go to a random theme park then you may quite possibly enjoy it but if not avoid, avoid, avoid. We also had the worst meals of our lives at the Mercure hotel at the top.",
?곸뼱,Dec-17,2,Totally Meh on a wet day Unfortunately we went on cold wet day (about 12 degrees celcius). Visibility was about 1m. Family made their own fun but was a waste of a day. Others have had fantastic time with clear weather. No point in going on wet or overcast day.,
?곸뼱,Jan-18,1,"Terrible place to visit If you have ever been to a decent amusement park before, do not waste your time here. There are only a few rides for adults. It is so tiny so there aren't many things to do. What we did there for over one and a half hours is this.",
?곸뼱,Jan-18,2,"Not a good place in January Danang The cable car trip lasted 25 mins . I do believe the views will be much better in summer time. I saw waterfall Through the mist. It liked we have been to heaven as we went through the mist (sighed) . When we arrived the peak, we could not barely see the architects...... It also rained.  Luckily, we got free raincoats at the information center. We walked to the fantasy park. We played the 5D game. We wore the glasses, sat on a horse back and had a gun for shooting. It was funny and free of charge  All in all, we chose a bad time to go there. Would be much better if the sky is clear.",
?곸뼱,Jan-18,1,"Dont waste your money Really a very commercial enterprise with little history, sad to say. Seemed expensive for getting a lift up a mountain to do shopping. Ba Na...in the middle of nowhere.....perhaps a good choice for it :)",
?곸뼱,Dec-17,2,Foggy mountain See nothing except fog. Cable car ride was good. Check weather before visit. Too expensive. Overpriced.,
?곸뼱,Dec-17,1,"Washed out , not worth the time Very commercialized, washed out due to bad weather. Honestly don't think it's worth the trip. Except for the cable car ride.",
?곸뼱,Dec-17,2,"The cable car is amazing, the rest not so much Hmm, Ba Na Hills is a very expensive day for a family by Viet standards. The cable car that takes you up the mountains is really cool at 5km long and I'd say over 1000 metres' elevation.  However, what awaits you at the top is not, in my opinion worth spending 20/30 bucks on. Essentially, it's a fake french theme park. Whilst you'll see the history of the area touted eveyrwhere, keep in mind it was blown to smithereens during the war; everything you're seeing is a recent reconstruction (I had to chuckle in the ""wine cellar"", stocking that famous australian vintage jacobs creek, one of our cheaper wines).  We were there in at the height of off season on a freezing and cloudy day and I still thought the place was packed with tourists - I can't imagine what it's like in summer. Squeezing past herds of people taking selfies is kinda frustrating, and there were still queues for popular rides in the amusement park.  The park itself, like many a theme park in developing countries, is a weird mix of genuinely cool stuff (free arcade games, some of the larger rides), total crap, bizarre rides and shows, and stuff that's a total rip off. Our kids are 3 and 6 and it was good for them, anyone over ten, though wouldn't be impressed. It's not really a theme park in the proper sense of the word.  The lunch buffet was large, but the quality was pretty bad and it was also packed to the point where we couldn't' get a table together for 4 people. On the bright side it dies down quite quickly around one o'clock.  For me, the cable car was worth it alone, but I wouldn't go near the place in high season.",
?곸뼱,Dec-17,2,"Nice cable ride not worth the lining up The cable car rides had amazing views and the architecture of the buildings were very nice. The food was overpriced just like any theme park. There weren't many rides either for adults and the lining up process was a nightmare. Put Chinese tourists with local Vietnamese into the mix and you get individuals who seem to think they are above everyone else and WILL push into the one hour long line. Even if you tell them off in their own language (I know both Mandarin and Vietnamese), they will pretend you don't exist and ignore you. Utter scum.  The price of entry was 650k vnd and I prefered Asia Park any day. Ba Na hills is more for the scenic people. The place is swamped by tourists, so if you like big crowds of Chinese and Korean tourists, this place is for you.  Also, the staff won't do anything when they see people cutting into the long lines. Enjoy the line cutters.",
?곸뼱,Dec-17,2,"- I stayed at Ba Na Hills from 5-7 December . There are many pros and cons to this place.  (Pros)  The staff are well-mannered and the scenery is amazing . On a clear day , the view going up and down the cable car is amazing . I would recommend staying th",
?곸뼱,Nov-17,2,"Over price Came here in a sunshine day in town, when I tool the cable ride to the middle of the mountain, started raining and later were bad experience activities in wet, messy on the top of the mountain",
?곸뼱,Nov-17,1,"Terrible experience & bad customer service The venue should have been closed considering there was nothing but a windy rainstorm and heavy fog up top. There was no sight seeing unless you were a feet close to the object. 10 of us spent a lot of money to go up just to eat lunch and when we came out of the restaurant, everything was closed. We tried to ask for reimbursement, but was left hanging from the customer service. The people running the customer service desk were far from helpful and talked about us in Vietnamese thinking we didn't understand them, but someone in our group understood. The girl that was suppose to help us named Nguyen Thi Yen Nhi was not hospitable, gave attitude and completely ignored us. Instead she was just chatting on her computer messenger without acknowledging us and letting us stand there waiting for 2 hours until the place closed. She was even telling all the other staff in Vietnamese, one name Nguyen Huu Vinh, that we were lying about the terrible weather and everything being closed even after we showed her pictures of the bad conditions from when we were up there. She then called another staff member named Dang T. Kim Nhung who posed and stated that she was the manager but upon arrival, Nhung didn't even resolve the issue, told us to wait, and then just left us standing in the lobby without a word until we were forced to leave because all of Ba Na Hills staff disappeared except the securities. Hope this review helps future tourists that want to attend this attraction.",
?곸뼱,Oct-17,2,"bad weather ruin the mood Before we took the cable car竊똳he weather was just cloudy on the ground. then, when the cable car climb to the higher level, the weather become so windy moist and rainy, a total different with the ground floor. my shoes was all wet after 5 mins walking outside. dont even mention sightseeing, becoz u could bearly walk outsides in such a heavy rain and wind. at last, my memory at ba na hills was only the hotel rooms, games centre, swimming pools, as all these facilities were indoors.",
?곸뼱,Sep-17,2,"Amazing cable car but.... The drive from Hoi An took about an hour and if you're a fan of cable cars/gondala's this one is spectacular! It was the longest in the world when it was built in 2007 and gives a spectacular view high above the tree canopy. However, after that it was all downhill! Vietnamese Disneyland meets French Village with very little open, construction going on everywhere and very tacky. Not worth the drive or entrance fee. If you've ever been to Paris it will make you cringe as it is a really poor imitation. Lucky for us there were few people so at least we didn't have to wait to get on a cable car to go back down the mountain. Much better ways to spend time and money in Hoi An.",
?곸뼱,Sep-17,2,"Overated and expensive Place is overated, the entrance to this place is crazy VND 650.000. Okay I had nowhere else to go on that day and decided to travel here. About 40 minutes motorcycle ride across empty highway (near the end) will get you to the cable car station. Everything is huge, I mean the complex for bus parkings, etc. Paid ticket and up we go on the longest cable car ride I have ridden. Was afraid of height but easily overcame due to the length of time on the ride.  Went all the way to the French village, very European design and they had a lot European working there probably Eastern Europe as they dont speak much English. The buildings are no of the limestone, but they are painted that way. So all the effects are actually a fake. Nevertheless the weather is nice and cool. You start to feel this as you ascend no the cable car.  Took us about 2 hours to get to see everything needed to see. The long line to the alpine coaster wasted another one hour. The ride is only so-so nothing to ride home about, what a waste of time. And not to be racist or anything, there are way too many mainland Chinese tourist and they are so LOUDDDDD. Do not know why they need to shout everytime they speak. They dont respect your line. I am of Chinese descendants and realised all this, but with 10 of them behind you on your queue, that is something of a freak experience. This goes without saying Ba Na Hills is definately a tourist trap. I dont see many western tourist here.  Worse part is coming down from the hill. Tried to go back the same way we got here via the cable car stations. Apparently they have so many cable car stations that they change the hours without letting you know of their operation hours. No clear sign. Walked back and forth looking for a way out only to know the one we came on was not operational in the afternoon. And need to walk all the way back to an older station with older and smaller cable cars. There are 3 or 4 lines but only 2 are operational to bring people back down. The line down is so crowded had to wait 20 minutes. Then they bunch everyone one to max into a small cable car. Not a nice way to end the experience in Ba Na Hills.  Not recommended but if you have time to spend and money to spare. Come here.",
?곸뼱,Aug-17,2,Confusing I wasn't exactly sure what this place was before I went and I'm still scratching my head now that I've been. I honestly don't think I would have missed anything if we skipped this attraction.,
?곸뼱,Aug-17,2,"Cable cart nice, everything else not The cable cart offers great views but the theme park is bunch of french building copies and many restaurants, that's about all. I found the park to be boring (good for people who enjoy to spend the whole day taking photos) and the whole experience very lame and over priced. Not much action (like rides). There was a single ride which had a 2 plus hour line and it wasn't a nice ride anyway so I skipped.  I would still recommend doing this just because the views from cable cart are very nice and unique.",
?곸뼱,Aug-17,2,"Good laugh as a European I had a great laugh as a European seeing how parts of Europe have been rebuild here. Expect a blend of beerfestival in a French village, with Russian music. It was amusing, but thats it. Its only half done, very crowded and not that many things to do. Although fun for a few hours i would not visit again",
?곸뼱,Aug-17,2,"Cable Cars as far as the Eye Can See Well this is an interesting miss mash of a buddha, a flower garden, rides, street parades and games. A unique place that is up in the hills I am not sure if Ba Na Hills is supposed to be a very poor mans disneyland or what. It has a strong Russian influence. Overall it was pretty average with about half the games working, a lot of money for very little. Best Part: the view on the way up in the cable car. Worst Part: pretty much the lack of things working. Don't waste your money.",
